StudyID,MetricID,GroupLevel,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,cou0001,Country,China,1,1860,0.000537634408602151,1.15822120836163,0,2003-12-01
AA-AA-000-0000,cou0001,Country,US,0,3789,0,-0.811494690371618,0,2003-12-01
AA-AA-000-0000,cou0002,Country,China,0,1860,0,0,0,2003-12-01
AA-AA-000-0000,cou0002,Country,US,0,3789,0,0,0,2003-12-01
AA-AA-000-0000,cou0003,Country,China,1,1917,0.000521648408972353,1.15981682348887,0,2003-12-01
AA-AA-000-0000,cou0003,Country,US,1,3938,0.000253936008125952,-0.809212540654294,0,2003-12-01
AA-AA-000-0000,cou0004,Country,China,1,1917,0.000521648408972353,1.15981682348886,0,2003-12-01
AA-AA-000-0000,cou0004,Country,US,2,3938,0.000507872016251905,-0.809212540654307,0,2003-12-01
AA-AA-000-0000,cou0005,Country,China,0,121,0,0,0,2003-12-01
AA-AA-000-0000,cou0005,Country,US,0,41,0,0,0,2003-12-01
AA-AA-000-0000,cou0006,Country,China,0,2,0,,,2003-12-01
AA-AA-000-0000,cou0006,Country,US,0,4,0,0,0,2003-12-01
AA-AA-000-0000,cou0007,Country,China,0,2,0,,,2003-12-01
AA-AA-000-0000,cou0007,Country,US,0,4,0,0,0,2003-12-01
AA-AA-000-0000,cou0008,Country,US,4,223,0.0179372197309417,1.07633199619715,0,2003-12-01
AA-AA-000-0000,cou0008,Country,China,2,307,0.00651465798045603,-0.917338233130106,0,2003-12-01
AA-AA-000-0000,cou0009,Country,China,0,2,0,,,2003-12-01
AA-AA-000-0000,cou0009,Country,US,0,4,0,,,2003-12-01
AA-AA-000-0000,cou0010,Country,US,2,26,0.0769230769230769,,,2003-12-01
AA-AA-000-0000,cou0010,Country,China,0,36,0,-0.915810939779251,0,2003-12-01
AA-AA-000-0000,cou0011,Country,US,1,223,0.00448430493273543,1.07633199619715,0,2003-12-01
AA-AA-000-0000,cou0011,Country,China,0,307,0,-0.917338233130106,0,2003-12-01
AA-AA-000-0000,cou0012,Country,Japan,1,1,1,,,2003-12-01
AA-AA-000-0000,cou0012,Country,China,3,5,0.6,0.566946709513841,0,2003-12-01
AA-AA-000-0000,cou0012,Country,US,2,6,0.333333333333333,-1.03509833901353,0,2003-12-01
AA-AA-000-0000,kri0001,Site,61,1,1007,0.00099304865938431,2.22045719720757,1,2003-12-01
AA-AA-000-0000,kri0001,Site,77,0,1009,0,-0.482167116192956,0,2003-12-01
AA-AA-000-0000,kri0001,Site,189,0,930,0,-0.46290671344667,0,2003-12-01
AA-AA-000-0000,kri0001,Site,106,0,925,0,-0.461660663505608,0,2003-12-01
AA-AA-000-0000,kri0001,Site,26,0,925,0,-0.461660663505608,0,2003-12-01
AA-AA-000-0000,kri0001,Site,13,0,853,0,-0.443329387273601,0,2003-12-01
AA-AA-000-0000,kri0002,Site,106,0,925,0,0,0,2003-12-01
AA-AA-000-0000,kri0002,Site,13,0,853,0,0,0,2003-12-01
AA-AA-000-0000,kri0002,Site,189,0,930,0,0,0,2003-12-01
AA-AA-000-0000,kri0002,Site,26,0,925,0,0,0,2003-12-01
AA-AA-000-0000,kri0002,Site,61,0,1007,0,0,0,2003-12-01
AA-AA-000-0000,kri0002,Site,77,0,1009,0,0,0,2003-12-01
AA-AA-000-0000,kri0003,Site,26,1,967,0.00103412616339193,1.44573131554028,0,2003-12-01
AA-AA-000-0000,kri0003,Site,61,1,1020,0.000980392156862745,1.36961479705605,0,2003-12-01
AA-AA-000-0000,kri0003,Site,77,0,1037,0,-0.738453846210137,0,2003-12-01
AA-AA-000-0000,kri0003,Site,189,0,975,0,-0.716038355552922,0,2003-12-01
AA-AA-000-0000,kri0003,Site,106,0,959,0,-0.710138865893643,0,2003-12-01
AA-AA-000-0000,kri0003,Site,13,0,897,0,-0.686799863492341,0,2003-12-01
AA-AA-000-0000,kri0004,Site,26,1,967,0.00103412616339193,1.04667035942613,0,2003-12-01
AA-AA-000-0000,kri0004,Site,61,1,1020,0.000980392156862745,0.964260547351194,0,2003-12-01
AA-AA-000-0000,kri0004,Site,77,1,1037,0.000964320154291225,0.938874190410563,0,2003-12-01
AA-AA-000-0000,kri0004,Site,189,0,975,0,-1.03213435564334,0,2003-12-01
AA-AA-000-0000,kri0004,Site,106,0,959,0,-1.0236305291222,0,2003-12-01
AA-AA-000-0000,kri0004,Site,13,0,897,0,-0.98998849581768,0,2003-12-01
AA-AA-000-0000,kri0005,Site,61,0,121,0,0,0,2003-12-01
AA-AA-000-0000,kri0005,Site,77,0,41,0,0,0,2003-12-01
AA-AA-000-0000,kri0006,Site,106,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0006,Site,13,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0006,Site,189,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0006,Site,26,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0006,Site,61,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0006,Site,77,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,106,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,13,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,189,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,26,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,61,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0007,Site,77,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0008,Site,189,4,35,0.114285714285714,2.34773545103421,1,2003-12-01
AA-AA-000-0000,kri0008,Site,61,2,272,0.00735294117647059,-0.252209470057783,0,2003-12-01
AA-AA-000-0000,kri0008,Site,77,0,118,0,-0.473960410401832,0,2003-12-01
AA-AA-000-0000,kri0008,Site,106,0,35,0,-0.258127981527321,0,2003-12-01
AA-AA-000-0000,kri0008,Site,13,0,35,0,-0.258127981527321,0,2003-12-01
AA-AA-000-0000,kri0008,Site,26,0,35,0,-0.258127981527321,0,2003-12-01
AA-AA-000-0000,kri0009,Site,189,0,4,0,,,2003-12-01
AA-AA-000-0000,kri0009,Site,61,0,2,0,,,2003-12-01
AA-AA-000-0000,kri0010,Site,77,2,14,0.142857142857143,,,2003-12-01
AA-AA-000-0000,kri0010,Site,61,0,32,0,-0.950381926622983,0,2003-12-01
AA-AA-000-0000,kri0010,Site,106,0,4,0,,,2003-12-01
AA-AA-000-0000,kri0010,Site,13,0,4,0,,,2003-12-01
AA-AA-000-0000,kri0010,Site,189,0,4,0,,,2003-12-01
AA-AA-000-0000,kri0010,Site,26,0,4,0,,,2003-12-01
AA-AA-000-0000,kri0011,Site,26,1,35,0.0285714285714286,2.36722909430111,1,2003-12-01
AA-AA-000-0000,kri0011,Site,61,0,272,0,-0.46660948763482,0,2003-12-01
AA-AA-000-0000,kri0011,Site,77,0,118,0,-0.30733365207744,0,2003-12-01
AA-AA-000-0000,kri0011,Site,106,0,35,0,-0.167379834950584,0,2003-12-01
AA-AA-000-0000,kri0011,Site,13,0,35,0,-0.167379834950584,0,2003-12-01
AA-AA-000-0000,kri0011,Site,189,0,35,0,-0.167379834950584,0,2003-12-01
AA-AA-000-0000,kri0012,Site,153,1,1,1,,,2003-12-01
AA-AA-000-0000,kri0012,Site,34,1,1,1,,,2003-12-01
AA-AA-000-0000,kri0012,Site,44,2,2,1,,,2003-12-01
AA-AA-000-0000,kri0012,Site,26,1,2,0.5,,,2003-12-01
AA-AA-000-0000,kri0012,Site,77,1,2,0.5,,,2003-12-01
AA-AA-000-0000,kri0012,Site,106,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0012,Site,13,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0012,Site,189,0,1,0,,,2003-12-01
AA-AA-000-0000,kri0012,Site,61,0,1,0,,,2003-12-01
AA-AA-000-0000,qtl0004,Study,AA-AA-000-0000,3,5855,0.000512382578992314,0.000105665605959966,0,2003-12-01
AA-AA-000-0000,qtl0006,Study,AA-AA-000-0000,0,6,0,0,0,2003-12-01
AA-AA-000-0000,cou0001,Country,US,2,9380,0.000213219616204691,0.559230492694241,0,2004-03-01
AA-AA-000-0000,cou0001,Country,China,1,5286,0.000189178963299281,-0.0861928714115393,0,2004-03-01
AA-AA-000-0000,cou0001,Country,Japan,0,856,0,-1.63701925613561,0,2004-03-01
AA-AA-000-0000,cou0002,Country,China,0,5286,0,0,0,2004-03-01
AA-AA-000-0000,cou0002,Country,Japan,0,856,0,0,0,2004-03-01
AA-AA-000-0000,cou0002,Country,US,0,9380,0,0,0,2004-03-01
AA-AA-000-0000,cou0003,Country,US,7,9809,0.000713630339484147,1.00745662790533,0,2004-03-01
AA-AA-000-0000,cou0003,Country,China,2,5487,0.000364497904137051,-0.91470040335669,0,2004-03-01
AA-AA-000-0000,cou0003,Country,Japan,0,893,0,-1.07161295017778,0,2004-03-01
AA-AA-000-0000,cou0004,Country,US,2,9809,0.000203894382709756,0.545871573872415,0,2004-03-01
AA-AA-000-0000,cou0004,Country,China,1,5487,0.000182248952068526,-0.067272111736551,0,2004-03-01
AA-AA-000-0000,cou0004,Country,Japan,0,893,0,-1.64240637109716,0,2004-03-01
AA-AA-000-0000,cou0005,Country,US,3,787,0.00381194409148666,0.832932130254295,0,2004-03-01
AA-AA-000-0000,cou0005,Country,China,0,418,0,-1.14290159960954,0,2004-03-01
AA-AA-000-0000,cou0006,Country,US,1,12,0.0833333333333333,1.05131496607569,0,2004-03-01
AA-AA-000-0000,cou0006,Country,China,0,6,0,-1.27438618572862,0,2004-03-01
AA-AA-000-0000,cou0006,Country,Japan,0,1,0,,,2004-03-01
AA-AA-000-0000,cou0007,Country,China,0,6,0,0,0,2004-03-01
AA-AA-000-0000,cou0007,Country,Japan,0,1,0,,,2004-03-01
AA-AA-000-0000,cou0007,Country,US,0,12,0,0,0,2004-03-01
AA-AA-000-0000,cou0008,Country,Japan,1,35,0.0285714285714286,1.46706316799262,0,2004-03-01
AA-AA-000-0000,cou0008,Country,US,20,2048,0.009765625,0.390327818177358,0,2004-03-01
AA-AA-000-0000,cou0008,Country,China,7,998,0.00701402805611223,-0.833888395096339,0,2004-03-01
AA-AA-000-0000,cou0009,Country,US,1,20,0.05,,,2004-03-01
AA-AA-000-0000,cou0009,Country,China,0,7,0,,,2004-03-01
AA-AA-000-0000,cou0009,Country,Japan,0,1,0,,,2004-03-01
AA-AA-000-0000,cou0010,Country,US,17,241,0.0705394190871369,1.00092773786106,0,2004-03-01
AA-AA-000-0000,cou0010,Country,China,1,117,0.00854700854700855,-1.37958654945099,0,2004-03-01
AA-AA-000-0000,cou0010,Country,Japan,0,4,0,,,2004-03-01
AA-AA-000-0000,cou0011,Country,US,13,2048,0.00634765625,0.943842297073947,0,2004-03-01
AA-AA-000-0000,cou0011,Country,China,4,998,0.00400801603206413,-1.19845492239806,0,2004-03-01
AA-AA-000-0000,cou0011,Country,Japan,0,35,0,-0.820285021949105,0,2004-03-01
AA-AA-000-0000,cou0012,Country,Japan,5,6,0.833333333333333,1.35516192812912,0,2004-03-01
AA-AA-000-0000,cou0012,Country,China,7,13,0.538461538461538,0.298912739370333,0,2004-03-01
AA-AA-000-0000,cou0012,Country,US,6,18,0.333333333333333,-1.03643008581935,0,2004-03-01
AA-AA-000-0000,kri0001,Site,76,1,925,0.00108108108108108,2.44341522546109,1,2004-03-01
AA-AA-000-0000,kri0001,Site,189,1,930,0.0010752688172043,2.43397050974913,1,2004-03-01
AA-AA-000-0000,kri0001,Site,61,1,2002,0.0004995004995005,1.2398882749206,0,2004-03-01
AA-AA-000-0000,kri0001,Site,77,0,1009,0,-0.555554914971981,0,2004-03-01
AA-AA-000-0000,kri0001,Site,106,0,925,0,-0.531927296670161,0,2004-03-01
AA-AA-000-0000,kri0001,Site,26,0,925,0,-0.531927296670161,0,2004-03-01
AA-AA-000-0000,kri0001,Site,146,0,863,0,-0.513791374253137,0,2004-03-01
AA-AA-000-0000,kri0001,Site,172,0,856,0,-0.511703389057602,0,2004-03-01
AA-AA-000-0000,kri0001,Site,13,0,853,0,-0.510805925538902,0,2004-03-01
AA-AA-000-0000,kri0001,Site,56,0,848,0,-0.509306638696195,0,2004-03-01
AA-AA-000-0000,kri0001,Site,173,0,839,0,-0.506596740808575,0,2004-03-01
AA-AA-000-0000,kri0001,Site,59,0,839,0,-0.506596740808575,0,2004-03-01
AA-AA-000-0000,kri0001,Site,71,0,836,0,-0.505690214450001,0,2004-03-01
AA-AA-000-0000,kri0001,Site,17,0,835,0,-0.505387677650891,0,2004-03-01
AA-AA-000-0000,kri0001,Site,43,0,835,0,-0.505387677650891,0,2004-03-01
